Student_ID,Grade_Level,Section,Total_Sessions,Present_Count,Absence_Count,Attendance_Rate,Absence_Frequency,Distinct_Absent_Days,First_Half_Attendance_Rate,Second_Half_Attendance_Rate,Attendance_Trend_Change,Lowest_Attendance_Subject,Lowest_Subject_Attendance_Rate
ENHS_SYN_0431,Grade 9,Section C,300,227,73,0.7567,0.2433,43,0.74,0.7733,0.0333,Subject D,0.7
ENHS_SYN_0432,Grade 9,Section C,297,239,58,0.8047,0.1953,38,0.8163,0.7933,-0.023,Subject D,0.75
ENHS_SYN_0433,Grade 9,Section C,300,264,36,0.88,0.12,28,0.8667,0.8933,0.0267,Subject B,0.85
ENHS_SYN_0434,Grade 9,Section C,300,259,41,0.8633,0.1367,28,0.86,0.8667,0.0067,Subject A,0.8333
ENHS_SYN_0435,Grade 9,Section C,297,228,69,0.7677,0.2323,40,0.7584,0.777,0.0186,Subject E,0.7119
ENHS_SYN_0436,Grade 9,Section C,300,263,37,0.8767,0.1233,25,0.8867,0.8667,-0.02,Subject E,0.7833
ENHS_SYN_0437,Grade 9,Section C,300,245,55,0.8167,0.1833,37,0.8533,0.78,-0.0733,Subject A,0.7833
ENHS_SYN_0438,Grade 9,Section C,300,253,47,0.8433,0.1567,35,0.8133,0.8733,0.06,Subject C,0.7833
ENHS_SYN_0439,Grade 9,Section C,300,251,49,0.8367,0.1633,34,0.8067,0.8667,0.06,Subject A,0.7833
ENHS_SYN_0440,Grade 9,Section C,300,287,13,0.9567,0.0433,12,0.96,0.9533,-0.0067,Subject D,0.9333
ENHS_SYN_0441,Grade 9,Section C,299,247,52,0.8261,0.1739,36,0.8267,0.8255,-0.0012,Subject C,0.7833
ENHS_SYN_0442,Grade 9,Section C,300,254,46,0.8467,0.1533,29,0.8533,0.84,-0.0133,Subject A,0.8167
ENHS_SYN_0443,Grade 9,Section C,298,236,62,0.7919,0.2081,39,0.8456,0.7383,-0.1074,Subject D,0.7119
ENHS_SYN_0444,Grade 9,Section C,298,216,82,0.7248,0.2752,49,0.7432,0.7067,-0.0366,Subject B,0.65
ENHS_SYN_0445,Grade 9,Section C,300,273,27,0.91,0.09,25,0.9,0.92,0.02,Subject E,0.8833
ENHS_SYN_0446,Grade 9,Section C,300,255,45,0.85,0.15,31,0.88,0.82,-0.06,Subject B,0.8
ENHS_SYN_0447,Grade 9,Section C,300,268,32,0.8933,0.1067,22,0.8933,0.8933,0.0,Subject A,0.8667
ENHS_SYN_0448,Grade 9,Section C,299,244,55,0.8161,0.1839,39,0.82,0.8121,-0.0079,Subject B,0.75
ENHS_SYN_0449,Grade 9,Section C,300,268,32,0.8933,0.1067,30,0.8933,0.8933,0.0,Subject E,0.85
ENHS_SYN_0450,Grade 9,Section C,300,282,18,0.94,0.06,16,0.92,0.96,0.04,Subject E,0.8833
ENHS_SYN_0451,Grade 10,Section A,297,222,75,0.7475,0.2525,43,0.75,0.745,-0.005,Subject C,0.7119
ENHS_SYN_0452,Grade 10,Section A,300,209,91,0.6967,0.3033,50,0.7,0.6933,-0.0067,Subject B,0.6167
ENHS_SYN_0453,Grade 10,Section A,300,267,33,0.89,0.11,28,0.8667,0.9133,0.0467,Subject B,0.85
ENHS_SYN_0454,Grade 10,Section A,300,293,7,0.9767,0.0233,6,0.9867,0.9667,-0.02,Subject E,0.95
ENHS_SYN_0455,Grade 10,Section A,300,269,31,0.8967,0.1033,27,0.8867,0.9067,0.02,Subject A,0.8833
ENHS_SYN_0456,Grade 10,Section A,299,270,29,0.903,0.097,22,0.8867,0.9195,0.0328,Subject D,0.8667
ENHS_SYN_0457,Grade 10,Section A,300,277,23,0.9233,0.0767,19,0.9133,0.9333,0.02,Subject D,0.9
ENHS_SYN_0458,Grade 10,Section A,300,213,87,0.71,0.29,46,0.7133,0.7067,-0.0067,Subject C,0.5833
ENHS_SYN_0459,Grade 10,Section A,300,230,70,0.7667,0.2333,38,0.78,0.7533,-0.0267,Subject E,0.6833
ENHS_SYN_0460,Grade 10,Section A,300,270,30,0.9,0.1,26,0.8867,0.9133,0.0267,Subject D,0.85
ENHS_SYN_0461,Grade 10,Section A,298,236,62,0.7919,0.2081,40,0.8054,0.7785,-0.0268,Subject C,0.7167
ENHS_SYN_0462,Grade 10,Section A,300,265,35,0.8833,0.1167,29,0.8867,0.88,-0.0067,Subject C,0.8167
ENHS_SYN_0463,Grade 10,Section A,300,279,21,0.93,0.07,18,0.92,0.94,0.02,Subject E,0.9167
ENHS_SYN_0464,Grade 10,Section A,300,240,60,0.8,0.2,40,0.7933,0.8067,0.0133,Subject C,0.75
ENHS_SYN_0465,Grade 10,Section A,299,255,44,0.8528,0.1472,36,0.8533,0.8523,-0.001,Subject D,0.7833
ENHS_SYN_0466,Grade 10,Section A,300,226,74,0.7533,0.2467,43,0.7467,0.76,0.0133,Subject C,0.7167
ENHS_SYN_0467,Grade 10,Section A,300,283,17,0.9433,0.0567,14,0.9333,0.9533,0.02,Subject A,0.9167
ENHS_SYN_0468,Grade 10,Section A,297,233,64,0.7845,0.2155,39,0.7852,0.7838,-0.0015,Subject B,0.7458
ENHS_SYN_0469,Grade 10,Section A,300,269,31,0.8967,0.1033,25,0.9067,0.8867,-0.02,Subject D,0.8333
ENHS_SYN_0470,Grade 10,Section A,299,279,20,0.9331,0.0669,19,0.9333,0.9329,-0.0004,Subject B,0.9
ENHS_SYN_0471,Grade 10,Section A,300,245,55,0.8167,0.1833,41,0.8267,0.8067,-0.02,Subject D,0.75
ENHS_SYN_0472,Grade 10,Section A,300,268,32,0.8933,0.1067,28,0.9,0.8867,-0.0133,Subject E,0.8333
ENHS_SYN_0473,Grade 10,Section A,300,243,57,0.81,0.19,39,0.84,0.78,-0.06,Subject E,0.7
ENHS_SYN_0474,Grade 10,Section A,299,275,24,0.9197,0.0803,21,0.8933,0.9463,0.053,Subject E,0.8667
ENHS_SYN_0475,Grade 10,Section A,297,215,82,0.7239,0.2761,49,0.6933,0.7551,0.0618,Subject D,0.65
ENHS_SYN_0476,Grade 10,Section A,300,232,68,0.7733,0.2267,43,0.7933,0.7533,-0.04,Subject D,0.7167
ENHS_SYN_0477,Grade 10,Section A,300,281,19,0.9367,0.0633,18,0.9267,0.9467,0.02,Subject D,0.9167
ENHS_SYN_0478,Grade 10,Section A,300,278,22,0.9267,0.0733,18,0.9467,0.9067,-0.04,Subject E,0.8833
ENHS_SYN_0479,Grade 10,Section A,299,274,25,0.9164,0.0836,20,0.9195,0.9133,-0.0061,Subject B,0.9
ENHS_SYN_0480,Grade 10,Section A,299,261,38,0.8729,0.1271,28,0.8725,0.8733,0.0009,Subject D,0.7667
ENHS_SYN_0481,Grade 10,Section A,299,233,66,0.7793,0.2207,41,0.8267,0.7315,-0.0951,Subject C,0.7167
ENHS_SYN_0482,Grade 10,Section A,300,241,59,0.8033,0.1967,40,0.7933,0.8133,0.02,Subject A,0.7
ENHS_SYN_0483,Grade 10,Section A,299,297,2,0.9933,0.0067,2,1.0,0.9867,-0.0133,Subject B,0.9833
ENHS_SYN_0484,Grade 10,Section A,299,286,13,0.9565,0.0435,12,0.9667,0.9463,-0.0204,Subject B,0.9153
ENHS_SYN_0485,Grade 10,Section A,300,272,28,0.9067,0.0933,24,0.8867,0.9267,0.04,Subject A,0.8833
ENHS_SYN_0486,Grade 10,Section A,299,275,24,0.9197,0.0803,19,0.8926,0.9467,0.054,Subject D,0.8167
ENHS_SYN_0487,Grade 10,Section A,300,293,7,0.9767,0.0233,7,0.9733,0.98,0.0067,Subject D,0.95
ENHS_SYN_0488,Grade 10,Section A,300,240,60,0.8,0.2,43,0.8267,0.7733,-0.0533,Subject C,0.7
ENHS_SYN_0489,Grade 10,Section A,298,284,14,0.953,0.047,14,0.9329,0.9732,0.0403,Subject C,0.9167
ENHS_SYN_0490,Grade 10,Section A,299,233,66,0.7793,0.2207,42,0.7933,0.7651,-0.0282,Subject C,0.7288
ENHS_SYN_0491,Grade 10,Section A,300,277,23,0.9233,0.0767,22,0.9333,0.9133,-0.02,Subject B,0.9
ENHS_SYN_0492,Grade 10,Section A,299,258,41,0.8629,0.1371,34,0.8523,0.8733,0.021,Subject C,0.8
ENHS_SYN_0493,Grade 10,Section A,300,269,31,0.8967,0.1033,23,0.9067,0.8867,-0.02,Subject E,0.8167
ENHS_SYN_0494,Grade 10,Section A,300,209,91,0.6967,0.3033,50,0.6933,0.7,0.0067,Subject D,0.6
ENHS_SYN_0495,Grade 10,Section A,299,293,6,0.9799,0.0201,6,0.9732,0.9867,0.0135,Subject B,0.95
ENHS_SYN_0496,Grade 10,Section A,299,246,53,0.8227,0.1773,40,0.82,0.8255,0.0055,Subject E,0.7167
ENHS_SYN_0497,Grade 10,Section A,300,249,51,0.83,0.17,35,0.8267,0.8333,0.0067,Subject C,0.8167
ENHS_SYN_0498,Grade 10,Section A,299,250,49,0.8361,0.1639,35,0.8389,0.8333,-0.0056,Subject D,0.7458
ENHS_SYN_0499,Grade 10,Section A,300,213,87,0.71,0.29,48,0.7133,0.7067,-0.0067,Subject C,0.6333
ENHS_SYN_0500,Grade 10,Section A,300,279,21,0.93,0.07,19,0.9267,0.9333,0.0067,Subject D,0.8667
ENHS_SYN_0501,Grade 10,Section B,298,219,79,0.7349,0.2651,48,0.7718,0.698,-0.0738,Subject B,0.6833
ENHS_SYN_0502,Grade 10,Section B,300,268,32,0.8933,0.1067,27,0.9,0.8867,-0.0133,Subject B,0.85
ENHS_SYN_0503,Grade 10,Section B,300,242,58,0.8067,0.1933,39,0.7867,0.8267,0.04,Subject B,0.75
ENHS_SYN_0504,Grade 10,Section B,300,225,75,0.75,0.25,43,0.7533,0.7467,-0.0067,Subject A,0.7167
ENHS_SYN_0505,Grade 10,Section B,300,262,38,0.8733,0.1267,32,0.9067,0.84,-0.0667,Subject D,0.85
ENHS_SYN_0506,Grade 10,Section B,299,294,5,0.9833,0.0167,5,0.9733,0.9933,0.02,Subject A,0.9667
ENHS_SYN_0507,Grade 10,Section B,300,264,36,0.88,0.12,31,0.8667,0.8933,0.0267,Subject A,0.8667
ENHS_SYN_0508,Grade 10,Section B,300,255,45,0.85,0.15,32,0.8333,0.8667,0.0333,Subject E,0.7833
ENHS_SYN_0509,Grade 10,Section B,300,265,35,0.8833,0.1167,29,0.86,0.9067,0.0467,Subject E,0.8333
ENHS_SYN_0510,Grade 10,Section B,300,253,47,0.8433,0.1567,34,0.8467,0.84,-0.0067,Subject D,0.7833
ENHS_SYN_0511,Grade 10,Section B,300,229,71,0.7633,0.2367,45,0.7667,0.76,-0.0067,Subject C,0.7
ENHS_SYN_0512,Grade 10,Section B,299,241,58,0.806,0.194,36,0.8054,0.8067,0.0013,Subject D,0.7667
ENHS_SYN_0513,Grade 10,Section B,300,275,25,0.9167,0.0833,22,0.9067,0.9267,0.02,Subject D,0.9
ENHS_SYN_0514,Grade 10,Section B,300,268,32,0.8933,0.1067,28,0.8867,0.9,0.0133,Subject D,0.8333
ENHS_SYN_0515,Grade 10,Section B,300,284,16,0.9467,0.0533,15,0.92,0.9733,0.0533,Subject D,0.9167
ENHS_SYN_0516,Grade 10,Section B,298,232,66,0.7785,0.2215,38,0.7568,0.8,0.0432,Subject D,0.6949
ENHS_SYN_0517,Grade 10,Section B,300,233,67,0.7767,0.2233,44,0.8,0.7533,-0.0467,Subject E,0.7
ENHS_SYN_0518,Grade 10,Section B,300,264,36,0.88,0.12,29,0.86,0.9,0.04,Subject A,0.8
ENHS_SYN_0519,Grade 10,Section B,300,255,45,0.85,0.15,33,0.86,0.84,-0.02,Subject D,0.8
ENHS_SYN_0520,Grade 10,Section B,300,247,53,0.8233,0.1767,43,0.8133,0.8333,0.02,Subject A,0.7667
ENHS_SYN_0521,Grade 10,Section B,299,272,27,0.9097,0.0903,22,0.8993,0.92,0.0207,Subject C,0.8644
ENHS_SYN_0522,Grade 10,Section B,300,283,17,0.9433,0.0567,15,0.9333,0.9533,0.02,Subject D,0.9
ENHS_SYN_0523,Grade 10,Section B,300,252,48,0.84,0.16,36,0.8733,0.8067,-0.0667,Subject E,0.8
ENHS_SYN_0524,Grade 10,Section B,300,255,45,0.85,0.15,35,0.84,0.86,0.02,Subject B,0.7833
ENHS_SYN_0525,Grade 10,Section B,300,275,25,0.9167,0.0833,23,0.94,0.8933,-0.0467,Subject C,0.8833
ENHS_SYN_0526,Grade 10,Section B,299,255,44,0.8528,0.1472,34,0.8322,0.8733,0.0411,Subject A,0.7966
ENHS_SYN_0527,Grade 10,Section B,300,253,47,0.8433,0.1567,35,0.8667,0.82,-0.0467,Subject C,0.7667
ENHS_SYN_0528,Grade 10,Section B,300,257,43,0.8567,0.1433,34,0.8533,0.86,0.0067,Subject B,0.8167
ENHS_SYN_0529,Grade 10,Section B,299,291,8,0.9732,0.0268,7,0.9799,0.9667,-0.0132,Subject A,0.9667
ENHS_SYN_0530,Grade 10,Section B,299,244,55,0.8161,0.1839,41,0.8133,0.8188,0.0055,Subject C,0.75
ENHS_SYN_0531,Grade 10,Section B,300,258,42,0.86,0.14,33,0.8467,0.8733,0.0267,Subject D,0.8
ENHS_SYN_0532,Grade 10,Section B,299,278,21,0.9298,0.0702,20,0.92,0.9396,0.0196,Subject C,0.9
ENHS_SYN_0533,Grade 10,Section B,300,236,64,0.7867,0.2133,42,0.78,0.7933,0.0133,Subject B,0.7167
ENHS_SYN_0534,Grade 10,Section B,300,246,54,0.82,0.18,42,0.82,0.82,0.0,Subject B,0.7667
ENHS_SYN_0535,Grade 10,Section B,300,258,42,0.86,0.14,29,0.86,0.86,0.0,Subject D,0.8167
ENHS_SYN_0536,Grade 10,Section B,300,295,5,0.9833,0.0167,5,0.9867,0.98,-0.0067,Subject D,0.95
ENHS_SYN_0537,Grade 10,Section B,300,241,59,0.8033,0.1967,40,0.8133,0.7933,-0.02,Subject E,0.7333
ENHS_SYN_0538,Grade 10,Section B,300,270,30,0.9,0.1,27,0.88,0.92,0.04,Subject B,0.8333
ENHS_SYN_0539,Grade 10,Section B,299,229,70,0.7659,0.2341,43,0.8,0.7315,-0.0685,Subject C,0.7167
ENHS_SYN_0540,Grade 10,Section B,300,281,19,0.9367,0.0633,18,0.96,0.9133,-0.0467,Subject C,0.9
ENHS_SYN_0541,Grade 10,Section B,298,284,14,0.953,0.047,13,0.96,0.9459,-0.0141,Subject E,0.9167
ENHS_SYN_0542,Grade 10,Section B,299,227,72,0.7592,0.2408,44,0.76,0.7584,-0.0016,Subject C,0.6667
ENHS_SYN_0543,Grade 10,Section B,300,276,24,0.92,0.08,22,0.9,0.94,0.04,Subject C,0.8667
ENHS_SYN_0544,Grade 10,Section B,300,245,55,0.8167,0.1833,39,0.8133,0.82,0.0067,Subject C,0.7167
ENHS_SYN_0545,Grade 10,Section B,300,265,35,0.8833,0.1167,32,0.9133,0.8533,-0.06,Subject D,0.85
ENHS_SYN_0546,Grade 10,Section B,300,278,22,0.9267,0.0733,21,0.94,0.9133,-0.0267,Subject D,0.8833
ENHS_SYN_0547,Grade 10,Section B,300,287,13,0.9567,0.0433,12,0.9667,0.9467,-0.02,Subject D,0.9167
ENHS_SYN_0548,Grade 10,Section B,299,286,13,0.9565,0.0435,12,0.953,0.96,0.007,Subject E,0.9492
ENHS_SYN_0549,Grade 10,Section B,299,279,20,0.9331,0.0669,20,0.9195,0.9467,0.0272,Subject B,0.9
ENHS_SYN_0550,Grade 10,Section B,300,241,59,0.8033,0.1967,37,0.8067,0.8,-0.0067,Subject B,0.6667
ENHS_SYN_0551,Grade 10,Section C,300,256,44,0.8533,0.1467,35,0.84,0.8667,0.0267,Subject C,0.8
ENHS_SYN_0552,Grade 10,Section C,299,290,9,0.9699,0.0301,7,0.9597,0.98,0.0203,Subject D,0.9333
ENHS_SYN_0553,Grade 10,Section C,299,291,8,0.9732,0.0268,8,0.9866,0.96,-0.0266,Subject C,0.95
ENHS_SYN_0554,Grade 10,Section C,300,289,11,0.9633,0.0367,10,0.9533,0.9733,0.02,Subject C,0.9167
ENHS_SYN_0555,Grade 10,Section C,300,280,20,0.9333,0.0667,18,0.92,0.9467,0.0267,Subject D,0.9167
ENHS_SYN_0556,Grade 10,Section C,300,294,6,0.98,0.02,6,0.9867,0.9733,-0.0133,Subject A,0.9667
ENHS_SYN_0557,Grade 10,Section C,300,260,40,0.8667,0.1333,27,0.86,0.8733,0.0133,Subject E,0.8167
ENHS_SYN_0558,Grade 10,Section C,299,261,38,0.8729,0.1271,27,0.8658,0.88,0.0142,Subject D,0.8475
ENHS_SYN_0559,Grade 10,Section C,300,296,4,0.9867,0.0133,4,0.9933,0.98,-0.0133,Subject B,0.9667
ENHS_SYN_0560,Grade 10,Section C,299,254,45,0.8495,0.1505,35,0.8867,0.8121,-0.0746,Subject D,0.8167
ENHS_SYN_0561,Grade 10,Section C,300,241,59,0.8033,0.1967,40,0.8267,0.78,-0.0467,Subject A,0.7667
ENHS_SYN_0562,Grade 10,Section C,300,230,70,0.7667,0.2333,43,0.76,0.7733,0.0133,Subject B,0.7333
ENHS_SYN_0563,Grade 10,Section C,300,280,20,0.9333,0.0667,18,0.9333,0.9333,0.0,Subject C,0.9
ENHS_SYN_0564,Grade 10,Section C,300,230,70,0.7667,0.2333,43,0.7933,0.74,-0.0533,Subject C,0.7167
ENHS_SYN_0565,Grade 10,Section C,300,289,11,0.9633,0.0367,11,0.96,0.9667,0.0067,Subject E,0.9167
ENHS_SYN_0566,Grade 10,Section C,300,262,38,0.8733,0.1267,31,0.8867,0.86,-0.0267,Subject E,0.8333
ENHS_SYN_0567,Grade 10,Section C,300,285,15,0.95,0.05,13,0.9533,0.9467,-0.0067,Subject A,0.9333
ENHS_SYN_0568,Grade 10,Section C,300,282,18,0.94,0.06,14,0.9267,0.9533,0.0267,Subject D,0.9167
ENHS_SYN_0569,Grade 10,Section C,299,278,21,0.9298,0.0702,19,0.9267,0.9329,0.0062,Subject E,0.8833
ENHS_SYN_0570,Grade 10,Section C,299,287,12,0.9599,0.0401,11,0.9597,0.96,0.0003,Subject D,0.9167
ENHS_SYN_0571,Grade 10,Section C,300,248,52,0.8267,0.1733,40,0.8,0.8533,0.0533,Subject E,0.75
ENHS_SYN_0572,Grade 10,Section C,300,262,38,0.8733,0.1267,32,0.8533,0.8933,0.04,Subject C,0.8333
ENHS_SYN_0573,Grade 10,Section C,299,210,89,0.7023,0.2977,46,0.7517,0.6533,-0.0983,Subject C,0.6167
ENHS_SYN_0574,Grade 10,Section C,298,235,63,0.7886,0.2114,39,0.7718,0.8054,0.0336,Subject D,0.7
ENHS_SYN_0575,Grade 10,Section C,300,260,40,0.8667,0.1333,32,0.86,0.8733,0.0133,Subject D,0.7667
ENHS_SYN_0576,Grade 10,Section C,299,216,83,0.7224,0.2776,45,0.745,0.7,-0.045,Subject C,0.6949
ENHS_SYN_0577,Grade 10,Section C,300,245,55,0.8167,0.1833,37,0.8533,0.78,-0.0733,Subject D,0.7667
ENHS_SYN_0578,Grade 10,Section C,300,282,18,0.94,0.06,17,0.92,0.96,0.04,Subject C,0.9
ENHS_SYN_0579,Grade 10,Section C,300,220,80,0.7333,0.2667,48,0.7267,0.74,0.0133,Subject C,0.6667
ENHS_SYN_0580,Grade 10,Section C,300,243,57,0.81,0.19,40,0.8267,0.7933,-0.0333,Subject E,0.7167
ENHS_SYN_0581,Grade 10,Section C,299,261,38,0.8729,0.1271,32,0.8867,0.8591,-0.0276,Subject C,0.8305
ENHS_SYN_0582,Grade 10,Section C,300,247,53,0.8233,0.1767,38,0.8133,0.8333,0.02,Subject D,0.75
ENHS_SYN_0583,Grade 10,Section C,299,288,11,0.9632,0.0368,10,0.9732,0.9533,-0.0198,Subject E,0.9167
ENHS_SYN_0584,Grade 10,Section C,300,273,27,0.91,0.09,22,0.92,0.9,-0.02,Subject E,0.85
ENHS_SYN_0585,Grade 10,Section C,298,220,78,0.7383,0.2617,49,0.7651,0.7114,-0.0537,Subject D,0.6333
ENHS_SYN_0586,Grade 10,Section C,300,255,45,0.85,0.15,34,0.8867,0.8133,-0.0733,Subject C,0.8
ENHS_SYN_0587,Grade 10,Section C,300,275,25,0.9167,0.0833,23,0.9133,0.92,0.0067,Subject E,0.8833
ENHS_SYN_0588,Grade 10,Section C,300,249,51,0.83,0.17,39,0.84,0.82,-0.02,Subject C,0.7833
ENHS_SYN_0589,Grade 10,Section C,300,244,56,0.8133,0.1867,41,0.8133,0.8133,0.0,Subject E,0.7833
ENHS_SYN_0590,Grade 10,Section C,299,241,58,0.806,0.194,42,0.7785,0.8333,0.0548,Subject B,0.7167
ENHS_SYN_0591,Grade 10,Section C,300,268,32,0.8933,0.1067,27,0.8933,0.8933,0.0,Subject C,0.85
ENHS_SYN_0592,Grade 10,Section C,300,249,51,0.83,0.17,35,0.8133,0.8467,0.0333,Subject C,0.8
ENHS_SYN_0593,Grade 10,Section C,300,234,66,0.78,0.22,45,0.76,0.8,0.04,Subject D,0.7167
ENHS_SYN_0594,Grade 10,Section C,300,266,34,0.8867,0.1133,25,0.9067,0.8667,-0.04,Subject A,0.8333
ENHS_SYN_0595,Grade 10,Section C,299,265,34,0.8863,0.1137,25,0.8456,0.9267,0.081,Subject D,0.8667
ENHS_SYN_0596,Grade 10,Section C,298,263,35,0.8826,0.1174,27,0.86,0.9054,0.0454,Subject E,0.7797
ENHS_SYN_0597,Grade 10,Section C,300,283,17,0.9433,0.0567,15,0.9333,0.9533,0.02,Subject B,0.8833
ENHS_SYN_0598,Grade 10,Section C,300,294,6,0.98,0.02,5,0.98,0.98,0.0,Subject A,0.9667
ENHS_SYN_0599,Grade 10,Section C,300,279,21,0.93,0.07,19,0.9333,0.9267,-0.0067,Subject A,0.8833
ENHS_SYN_0600,Grade 10,Section C,300,261,39,0.87,0.13,31,0.8667,0.8733,0.0067,Subject A,0.8333
