Student_ID,Subject,Subject_Total_Sessions,Subject_Present_Count,Subject_Absence_Count,Subject_Attendance_Rate
ENHS_SYN_0201,Subject E,60,55,5,0.9167
ENHS_SYN_0202,Subject A,60,56,4,0.9333
ENHS_SYN_0202,Subject B,59,56,3,0.9492
ENHS_SYN_0202,Subject C,59,58,1,0.9831
ENHS_SYN_0202,Subject D,60,55,5,0.9167
ENHS_SYN_0202,Subject E,60,57,3,0.95
ENHS_SYN_0203,Subject A,60,58,2,0.9667
ENHS_SYN_0203,Subject B,60,60,0,1.0
ENHS_SYN_0203,Subject C,60,58,2,0.9667
ENHS_SYN_0203,Subject D,60,58,2,0.9667
ENHS_SYN_0203,Subject E,60,56,4,0.9333
ENHS_SYN_0204,Subject A,60,42,18,0.7
ENHS_SYN_0204,Subject B,60,49,11,0.8167
ENHS_SYN_0204,Subject C,60,46,14,0.7667
ENHS_SYN_0204,Subject D,60,42,18,0.7
ENHS_SYN_0204,Subject E,60,42,18,0.7
ENHS_SYN_0205,Subject A,60,55,5,0.9167
ENHS_SYN_0205,Subject B,60,54,6,0.9
ENHS_SYN_0205,Subject C,60,54,6,0.9
ENHS_SYN_0205,Subject D,60,51,9,0.85
ENHS_SYN_0205,Subject E,60,55,5,0.9167
ENHS_SYN_0206,Subject A,59,52,7,0.8814
ENHS_SYN_0206,Subject B,60,46,14,0.7667
ENHS_SYN_0206,Subject C,60,51,9,0.85
ENHS_SYN_0206,Subject D,60,49,11,0.8167
ENHS_SYN_0206,Subject E,60,49,11,0.8167
ENHS_SYN_0207,Subject A,60,51,9,0.85
ENHS_SYN_0207,Subject B,59,50,9,0.8475
ENHS_SYN_0207,Subject C,59,49,10,0.8305
ENHS_SYN_0207,Subject D,60,49,11,0.8167
ENHS_SYN_0207,Subject E,60,51,9,0.85
ENHS_SYN_0208,Subject A,60,43,17,0.7167
ENHS_SYN_0208,Subject B,60,39,21,0.65
ENHS_SYN_0208,Subject C,60,42,18,0.7
ENHS_SYN_0208,Subject D,60,44,16,0.7333
ENHS_SYN_0208,Subject E,60,42,18,0.7
ENHS_SYN_0209,Subject A,60,54,6,0.9
ENHS_SYN_0209,Subject B,60,53,7,0.8833
ENHS_SYN_0209,Subject C,60,53,7,0.8833
ENHS_SYN_0209,Subject D,60,52,8,0.8667
ENHS_SYN_0209,Subject E,60,55,5,0.9167
ENHS_SYN_0210,Subject A,60,56,4,0.9333
ENHS_SYN_0210,Subject B,60,56,4,0.9333
ENHS_SYN_0210,Subject C,60,57,3,0.95
ENHS_SYN_0210,Subject D,60,56,4,0.9333
ENHS_SYN_0210,Subject E,60,56,4,0.9333
ENHS_SYN_0211,Subject A,60,60,0,1.0
ENHS_SYN_0211,Subject B,60,58,2,0.9667
ENHS_SYN_0211,Subject C,60,56,4,0.9333
ENHS_SYN_0211,Subject D,60,58,2,0.9667
ENHS_SYN_0211,Subject E,60,57,3,0.95
ENHS_SYN_0212,Subject A,60,51,9,0.85
ENHS_SYN_0212,Subject B,60,44,16,0.7333
ENHS_SYN_0212,Subject C,60,48,12,0.8
ENHS_SYN_0212,Subject D,60,43,17,0.7167
ENHS_SYN_0212,Subject E,60,46,14,0.7667
ENHS_SYN_0213,Subject A,60,52,8,0.8667
ENHS_SYN_0213,Subject B,60,51,9,0.85
ENHS_SYN_0213,Subject C,60,50,10,0.8333
ENHS_SYN_0213,Subject D,60,49,11,0.8167
ENHS_SYN_0213,Subject E,59,52,7,0.8814
ENHS_SYN_0214,Subject A,60,46,14,0.7667
ENHS_SYN_0214,Subject B,59,45,14,0.7627
ENHS_SYN_0214,Subject C,60,42,18,0.7
ENHS_SYN_0214,Subject D,60,38,22,0.6333
ENHS_SYN_0214,Subject E,60,40,20,0.6667
ENHS_SYN_0215,Subject A,60,59,1,0.9833
ENHS_SYN_0215,Subject B,59,59,0,1.0
ENHS_SYN_0215,Subject C,60,59,1,0.9833
ENHS_SYN_0215,Subject D,60,59,1,0.9833
ENHS_SYN_0215,Subject E,59,58,1,0.9831
ENHS_SYN_0216,Subject A,60,59,1,0.9833
ENHS_SYN_0216,Subject B,60,52,8,0.8667
ENHS_SYN_0216,Subject C,59,58,1,0.9831
ENHS_SYN_0216,Subject D,60,57,3,0.95
ENHS_SYN_0216,Subject E,60,57,3,0.95
ENHS_SYN_0217,Subject A,60,45,15,0.75
ENHS_SYN_0217,Subject B,60,44,16,0.7333
ENHS_SYN_0217,Subject C,60,47,13,0.7833
ENHS_SYN_0217,Subject D,60,50,10,0.8333
ENHS_SYN_0217,Subject E,60,44,16,0.7333
ENHS_SYN_0218,Subject A,60,58,2,0.9667
ENHS_SYN_0218,Subject B,60,56,4,0.9333
ENHS_SYN_0218,Subject C,59,55,4,0.9322
ENHS_SYN_0218,Subject D,60,55,5,0.9167
ENHS_SYN_0218,Subject E,60,58,2,0.9667
ENHS_SYN_0219,Subject A,60,43,17,0.7167
ENHS_SYN_0219,Subject B,60,50,10,0.8333
ENHS_SYN_0219,Subject C,60,45,15,0.75
ENHS_SYN_0219,Subject D,60,47,13,0.7833
ENHS_SYN_0219,Subject E,60,41,19,0.6833
ENHS_SYN_0220,Subject A,60,54,6,0.9
ENHS_SYN_0220,Subject B,60,51,9,0.85
ENHS_SYN_0220,Subject C,60,53,7,0.8833
ENHS_SYN_0220,Subject D,60,49,11,0.8167
ENHS_SYN_0220,Subject E,60,48,12,0.8
ENHS_SYN_0221,Subject A,60,56,4,0.9333
ENHS_SYN_0221,Subject B,60,50,10,0.8333
ENHS_SYN_0221,Subject C,60,57,3,0.95
ENHS_SYN_0221,Subject D,60,59,1,0.9833
ENHS_SYN_0221,Subject E,60,55,5,0.9167
ENHS_SYN_0222,Subject A,60,51,9,0.85
ENHS_SYN_0222,Subject B,59,52,7,0.8814
ENHS_SYN_0222,Subject C,60,48,12,0.8
ENHS_SYN_0222,Subject D,60,46,14,0.7667
ENHS_SYN_0222,Subject E,60,49,11,0.8167
ENHS_SYN_0223,Subject A,60,57,3,0.95
ENHS_SYN_0223,Subject B,58,56,2,0.9655
ENHS_SYN_0223,Subject C,60,56,4,0.9333
ENHS_SYN_0223,Subject D,60,60,0,1.0
ENHS_SYN_0223,Subject E,60,59,1,0.9833
ENHS_SYN_0224,Subject A,59,50,9,0.8475
ENHS_SYN_0224,Subject B,60,49,11,0.8167
ENHS_SYN_0224,Subject C,60,51,9,0.85
ENHS_SYN_0224,Subject D,60,41,19,0.6833
ENHS_SYN_0224,Subject E,59,46,13,0.7797
ENHS_SYN_0225,Subject A,60,52,8,0.8667
ENHS_SYN_0225,Subject B,60,55,5,0.9167
ENHS_SYN_0225,Subject C,60,54,6,0.9
ENHS_SYN_0225,Subject D,60,51,9,0.85
ENHS_SYN_0225,Subject E,60,53,7,0.8833
ENHS_SYN_0226,Subject A,59,55,4,0.9322
ENHS_SYN_0226,Subject B,60,56,4,0.9333
ENHS_SYN_0226,Subject C,60,54,6,0.9
ENHS_SYN_0226,Subject D,60,55,5,0.9167
ENHS_SYN_0226,Subject E,60,56,4,0.9333
ENHS_SYN_0227,Subject A,60,47,13,0.7833
ENHS_SYN_0227,Subject B,60,49,11,0.8167
ENHS_SYN_0227,Subject C,60,51,9,0.85
ENHS_SYN_0227,Subject D,60,47,13,0.7833
ENHS_SYN_0227,Subject E,60,42,18,0.7
ENHS_SYN_0228,Subject A,60,51,9,0.85
ENHS_SYN_0228,Subject B,60,53,7,0.8833
ENHS_SYN_0228,Subject C,60,52,8,0.8667
ENHS_SYN_0228,Subject D,60,56,4,0.9333
ENHS_SYN_0228,Subject E,60,55,5,0.9167
ENHS_SYN_0229,Subject A,60,49,11,0.8167
ENHS_SYN_0229,Subject B,60,53,7,0.8833
ENHS_SYN_0229,Subject C,60,56,4,0.9333
ENHS_SYN_0229,Subject D,60,54,6,0.9
ENHS_SYN_0229,Subject E,59,51,8,0.8644
ENHS_SYN_0230,Subject A,60,47,13,0.7833
ENHS_SYN_0230,Subject B,60,47,13,0.7833
ENHS_SYN_0230,Subject C,60,40,20,0.6667
ENHS_SYN_0230,Subject D,60,44,16,0.7333
ENHS_SYN_0230,Subject E,60,44,16,0.7333
ENHS_SYN_0231,Subject A,59,49,10,0.8305
ENHS_SYN_0231,Subject B,60,57,3,0.95
ENHS_SYN_0231,Subject C,60,53,7,0.8833
ENHS_SYN_0231,Subject D,60,49,11,0.8167
ENHS_SYN_0231,Subject E,60,48,12,0.8
ENHS_SYN_0232,Subject A,60,59,1,0.9833
ENHS_SYN_0232,Subject B,60,54,6,0.9
ENHS_SYN_0232,Subject C,60,60,0,1.0
ENHS_SYN_0232,Subject D,60,56,4,0.9333
ENHS_SYN_0232,Subject E,59,51,8,0.8644
ENHS_SYN_0233,Subject A,60,54,6,0.9
ENHS_SYN_0233,Subject B,59,52,7,0.8814
ENHS_SYN_0233,Subject C,60,50,10,0.8333
ENHS_SYN_0233,Subject D,60,55,5,0.9167
ENHS_SYN_0233,Subject E,60,52,8,0.8667
ENHS_SYN_0234,Subject A,60,47,13,0.7833
ENHS_SYN_0234,Subject B,60,49,11,0.8167
ENHS_SYN_0234,Subject C,59,49,10,0.8305
ENHS_SYN_0234,Subject D,59,41,18,0.6949
ENHS_SYN_0234,Subject E,60,43,17,0.7167
ENHS_SYN_0235,Subject A,60,50,10,0.8333
ENHS_SYN_0235,Subject B,60,53,7,0.8833
ENHS_SYN_0235,Subject C,60,54,6,0.9
ENHS_SYN_0235,Subject D,60,45,15,0.75
ENHS_SYN_0235,Subject E,60,54,6,0.9
ENHS_SYN_0236,Subject A,60,57,3,0.95
ENHS_SYN_0236,Subject B,60,55,5,0.9167
ENHS_SYN_0236,Subject C,60,58,2,0.9667
ENHS_SYN_0236,Subject D,60,54,6,0.9
ENHS_SYN_0236,Subject E,60,55,5,0.9167
ENHS_SYN_0237,Subject A,60,56,4,0.9333
ENHS_SYN_0237,Subject B,60,50,10,0.8333
ENHS_SYN_0237,Subject C,60,52,8,0.8667
ENHS_SYN_0237,Subject D,60,51,9,0.85
ENHS_SYN_0237,Subject E,60,55,5,0.9167
ENHS_SYN_0238,Subject A,60,46,14,0.7667
ENHS_SYN_0238,Subject B,60,44,16,0.7333
ENHS_SYN_0238,Subject C,60,42,18,0.7
ENHS_SYN_0238,Subject D,60,50,10,0.8333
ENHS_SYN_0238,Subject E,60,42,18,0.7
ENHS_SYN_0239,Subject A,60,46,14,0.7667
ENHS_SYN_0239,Subject B,59,41,18,0.6949
ENHS_SYN_0239,Subject C,60,51,9,0.85
ENHS_SYN_0239,Subject D,60,46,14,0.7667
ENHS_SYN_0239,Subject E,60,45,15,0.75
ENHS_SYN_0240,Subject A,60,55,5,0.9167
ENHS_SYN_0240,Subject B,60,58,2,0.9667
ENHS_SYN_0240,Subject C,60,57,3,0.95
ENHS_SYN_0240,Subject D,60,56,4,0.9333
ENHS_SYN_0240,Subject E,60,56,4,0.9333
ENHS_SYN_0241,Subject A,60,54,6,0.9
ENHS_SYN_0241,Subject B,60,59,1,0.9833
ENHS_SYN_0241,Subject C,60,53,7,0.8833
ENHS_SYN_0241,Subject D,60,56,4,0.9333
ENHS_SYN_0241,Subject E,60,58,2,0.9667
ENHS_SYN_0242,Subject A,60,51,9,0.85
ENHS_SYN_0242,Subject B,60,51,9,0.85
ENHS_SYN_0242,Subject C,60,55,5,0.9167
ENHS_SYN_0242,Subject D,60,47,13,0.7833
ENHS_SYN_0242,Subject E,59,49,10,0.8305
ENHS_SYN_0243,Subject A,60,60,0,1.0
ENHS_SYN_0243,Subject B,59,53,6,0.8983
ENHS_SYN_0243,Subject C,60,51,9,0.85
ENHS_SYN_0243,Subject D,60,55,5,0.9167
ENHS_SYN_0243,Subject E,60,58,2,0.9667
ENHS_SYN_0244,Subject A,60,57,3,0.95
ENHS_SYN_0244,Subject B,60,56,4,0.9333
ENHS_SYN_0244,Subject C,60,54,6,0.9
ENHS_SYN_0244,Subject D,60,54,6,0.9
ENHS_SYN_0244,Subject E,60,54,6,0.9
ENHS_SYN_0245,Subject A,60,55,5,0.9167
ENHS_SYN_0245,Subject B,60,58,2,0.9667
ENHS_SYN_0245,Subject C,60,47,13,0.7833
ENHS_SYN_0245,Subject D,60,52,8,0.8667
ENHS_SYN_0245,Subject E,60,48,12,0.8
ENHS_SYN_0246,Subject A,60,52,8,0.8667
ENHS_SYN_0246,Subject B,58,55,3,0.9483
ENHS_SYN_0246,Subject C,59,53,6,0.8983
ENHS_SYN_0246,Subject D,60,54,6,0.9
ENHS_SYN_0246,Subject E,60,54,6,0.9
ENHS_SYN_0247,Subject A,60,54,6,0.9
ENHS_SYN_0247,Subject B,60,51,9,0.85
ENHS_SYN_0247,Subject C,60,51,9,0.85
ENHS_SYN_0247,Subject D,60,50,10,0.8333
ENHS_SYN_0247,Subject E,59,54,5,0.9153
ENHS_SYN_0248,Subject A,60,50,10,0.8333
ENHS_SYN_0248,Subject B,60,48,12,0.8
ENHS_SYN_0248,Subject C,60,48,12,0.8
ENHS_SYN_0248,Subject D,60,45,15,0.75
ENHS_SYN_0248,Subject E,60,47,13,0.7833
ENHS_SYN_0249,Subject A,60,59,1,0.9833
ENHS_SYN_0249,Subject B,60,59,1,0.9833
ENHS_SYN_0249,Subject C,60,56,4,0.9333
ENHS_SYN_0249,Subject D,60,55,5,0.9167
ENHS_SYN_0249,Subject E,60,55,5,0.9167
ENHS_SYN_0250,Subject A,60,56,4,0.9333
ENHS_SYN_0250,Subject B,60,57,3,0.95
ENHS_SYN_0250,Subject C,60,58,2,0.9667
ENHS_SYN_0250,Subject D,60,58,2,0.9667
ENHS_SYN_0250,Subject E,60,54,6,0.9
ENHS_SYN_0251,Subject A,60,58,2,0.9667
ENHS_SYN_0251,Subject B,60,58,2,0.9667
ENHS_SYN_0251,Subject C,59,53,6,0.8983
ENHS_SYN_0251,Subject D,59,53,6,0.8983
ENHS_SYN_0251,Subject E,60,57,3,0.95
ENHS_SYN_0252,Subject A,60,54,6,0.9
ENHS_SYN_0252,Subject B,60,53,7,0.8833
ENHS_SYN_0252,Subject C,59,53,6,0.8983
ENHS_SYN_0252,Subject D,60,48,12,0.8
ENHS_SYN_0252,Subject E,60,54,6,0.9
ENHS_SYN_0253,Subject A,60,58,2,0.9667
ENHS_SYN_0253,Subject B,59,55,4,0.9322
ENHS_SYN_0253,Subject C,60,59,1,0.9833
ENHS_SYN_0253,Subject D,60,55,5,0.9167
ENHS_SYN_0253,Subject E,60,54,6,0.9
ENHS_SYN_0254,Subject A,60,55,5,0.9167
ENHS_SYN_0254,Subject B,60,56,4,0.9333
ENHS_SYN_0254,Subject C,60,53,7,0.8833
ENHS_SYN_0254,Subject D,60,48,12,0.8
ENHS_SYN_0254,Subject E,60,51,9,0.85
ENHS_SYN_0255,Subject A,60,50,10,0.8333
ENHS_SYN_0255,Subject B,60,49,11,0.8167
ENHS_SYN_0255,Subject C,60,45,15,0.75
ENHS_SYN_0255,Subject D,60,43,17,0.7167
ENHS_SYN_0255,Subject E,60,43,17,0.7167
ENHS_SYN_0256,Subject A,60,49,11,0.8167
ENHS_SYN_0256,Subject B,60,51,9,0.85
ENHS_SYN_0256,Subject C,60,53,7,0.8833
ENHS_SYN_0256,Subject D,60,55,5,0.9167
ENHS_SYN_0256,Subject E,60,48,12,0.8
ENHS_SYN_0257,Subject A,60,51,9,0.85
ENHS_SYN_0257,Subject B,60,41,19,0.6833
ENHS_SYN_0257,Subject C,60,45,15,0.75
ENHS_SYN_0257,Subject D,60,48,12,0.8
ENHS_SYN_0257,Subject E,60,47,13,0.7833
ENHS_SYN_0258,Subject A,60,51,9,0.85
ENHS_SYN_0258,Subject B,60,50,10,0.8333
ENHS_SYN_0258,Subject C,60,51,9,0.85
ENHS_SYN_0258,Subject D,60,51,9,0.85
ENHS_SYN_0258,Subject E,60,45,15,0.75
ENHS_SYN_0259,Subject A,60,56,4,0.9333
ENHS_SYN_0259,Subject B,60,57,3,0.95
ENHS_SYN_0259,Subject C,60,54,6,0.9
ENHS_SYN_0259,Subject D,59,56,3,0.9492
ENHS_SYN_0259,Subject E,60,54,6,0.9
ENHS_SYN_0260,Subject A,60,52,8,0.8667
ENHS_SYN_0260,Subject B,60,49,11,0.8167
ENHS_SYN_0260,Subject C,60,47,13,0.7833
ENHS_SYN_0260,Subject D,60,41,19,0.6833
ENHS_SYN_0260,Subject E,60,50,10,0.8333
ENHS_SYN_0261,Subject A,60,48,12,0.8
ENHS_SYN_0261,Subject B,60,47,13,0.7833
ENHS_SYN_0261,Subject C,60,43,17,0.7167
ENHS_SYN_0261,Subject D,60,48,12,0.8
ENHS_SYN_0261,Subject E,60,47,13,0.7833
ENHS_SYN_0262,Subject A,59,51,8,0.8644
ENHS_SYN_0262,Subject B,59,51,8,0.8644
ENHS_SYN_0262,Subject C,60,54,6,0.9
ENHS_SYN_0262,Subject D,60,55,5,0.9167
ENHS_SYN_0262,Subject E,60,51,9,0.85
ENHS_SYN_0263,Subject A,60,52,8,0.8667
ENHS_SYN_0263,Subject B,60,53,7,0.8833
ENHS_SYN_0263,Subject C,60,50,10,0.8333
ENHS_SYN_0263,Subject D,60,49,11,0.8167
ENHS_SYN_0263,Subject E,60,52,8,0.8667
ENHS_SYN_0264,Subject A,60,40,20,0.6667
ENHS_SYN_0264,Subject B,59,41,18,0.6949
ENHS_SYN_0264,Subject C,60,44,16,0.7333
ENHS_SYN_0264,Subject D,60,43,17,0.7167
ENHS_SYN_0264,Subject E,60,37,23,0.6167
ENHS_SYN_0265,Subject A,60,50,10,0.8333
ENHS_SYN_0265,Subject B,60,48,12,0.8
ENHS_SYN_0265,Subject C,60,45,15,0.75
ENHS_SYN_0265,Subject D,60,51,9,0.85
ENHS_SYN_0265,Subject E,60,45,15,0.75
ENHS_SYN_0266,Subject A,60,55,5,0.9167
ENHS_SYN_0266,Subject B,60,57,3,0.95
ENHS_SYN_0266,Subject C,59,52,7,0.8814
ENHS_SYN_0266,Subject D,60,57,3,0.95
ENHS_SYN_0266,Subject E,60,55,5,0.9167
ENHS_SYN_0267,Subject A,60,42,18,0.7
ENHS_SYN_0267,Subject B,60,44,16,0.7333
ENHS_SYN_0267,Subject C,60,44,16,0.7333
ENHS_SYN_0267,Subject D,60,47,13,0.7833
ENHS_SYN_0267,Subject E,60,39,21,0.65
ENHS_SYN_0268,Subject A,60,49,11,0.8167
ENHS_SYN_0268,Subject B,60,45,15,0.75
ENHS_SYN_0268,Subject C,60,55,5,0.9167
ENHS_SYN_0268,Subject D,60,49,11,0.8167
ENHS_SYN_0268,Subject E,60,53,7,0.8833
ENHS_SYN_0269,Subject A,59,53,6,0.8983
ENHS_SYN_0269,Subject B,60,51,9,0.85
ENHS_SYN_0269,Subject C,60,51,9,0.85
ENHS_SYN_0269,Subject D,60,45,15,0.75
ENHS_SYN_0269,Subject E,60,49,11,0.8167
ENHS_SYN_0270,Subject A,60,56,4,0.9333
ENHS_SYN_0270,Subject B,60,58,2,0.9667
ENHS_SYN_0270,Subject C,59,56,3,0.9492
ENHS_SYN_0270,Subject D,60,55,5,0.9167
ENHS_SYN_0270,Subject E,60,59,1,0.9833
ENHS_SYN_0271,Subject A,60,57,3,0.95
ENHS_SYN_0271,Subject B,60,53,7,0.8833
ENHS_SYN_0271,Subject C,60,50,10,0.8333
ENHS_SYN_0271,Subject D,60,54,6,0.9
ENHS_SYN_0271,Subject E,60,54,6,0.9
ENHS_SYN_0272,Subject A,60,57,3,0.95
ENHS_SYN_0272,Subject B,60,58,2,0.9667
ENHS_SYN_0272,Subject C,60,53,7,0.8833
ENHS_SYN_0272,Subject D,60,56,4,0.9333
ENHS_SYN_0272,Subject E,60,51,9,0.85
ENHS_SYN_0273,Subject A,60,56,4,0.9333
ENHS_SYN_0273,Subject B,60,57,3,0.95
ENHS_SYN_0273,Subject C,60,54,6,0.9
ENHS_SYN_0273,Subject D,60,58,2,0.9667
ENHS_SYN_0273,Subject E,60,55,5,0.9167
ENHS_SYN_0274,Subject A,60,46,14,0.7667
ENHS_SYN_0274,Subject B,60,45,15,0.75
ENHS_SYN_0274,Subject C,60,47,13,0.7833
ENHS_SYN_0274,Subject D,60,52,8,0.8667
ENHS_SYN_0274,Subject E,60,51,9,0.85
ENHS_SYN_0275,Subject A,60,45,15,0.75
ENHS_SYN_0275,Subject B,60,51,9,0.85
ENHS_SYN_0275,Subject C,60,50,10,0.8333
ENHS_SYN_0275,Subject D,60,53,7,0.8833
ENHS_SYN_0275,Subject E,60,45,15,0.75
ENHS_SYN_0276,Subject A,60,59,1,0.9833
ENHS_SYN_0276,Subject B,60,54,6,0.9
ENHS_SYN_0276,Subject C,60,58,2,0.9667
ENHS_SYN_0276,Subject D,60,51,9,0.85
ENHS_SYN_0276,Subject E,60,53,7,0.8833
ENHS_SYN_0277,Subject A,60,56,4,0.9333
ENHS_SYN_0277,Subject B,60,59,1,0.9833
ENHS_SYN_0277,Subject C,60,56,4,0.9333
ENHS_SYN_0277,Subject D,60,54,6,0.9
ENHS_SYN_0277,Subject E,60,58,2,0.9667
ENHS_SYN_0278,Subject A,60,53,7,0.8833
ENHS_SYN_0278,Subject B,60,58,2,0.9667
ENHS_SYN_0278,Subject C,60,53,7,0.8833
ENHS_SYN_0278,Subject D,60,47,13,0.7833
ENHS_SYN_0278,Subject E,60,53,7,0.8833
ENHS_SYN_0279,Subject A,60,53,7,0.8833
ENHS_SYN_0279,Subject B,60,54,6,0.9
ENHS_SYN_0279,Subject C,60,55,5,0.9167
ENHS_SYN_0279,Subject D,60,54,6,0.9
ENHS_SYN_0279,Subject E,60,50,10,0.8333
ENHS_SYN_0280,Subject A,59,56,3,0.9492
ENHS_SYN_0280,Subject B,60,56,4,0.9333
ENHS_SYN_0280,Subject C,60,60,0,1.0
ENHS_SYN_0280,Subject D,60,60,0,1.0
ENHS_SYN_0280,Subject E,60,59,1,0.9833
ENHS_SYN_0281,Subject A,60,56,4,0.9333
ENHS_SYN_0281,Subject B,60,56,4,0.9333
ENHS_SYN_0281,Subject C,60,55,5,0.9167
ENHS_SYN_0281,Subject D,60,55,5,0.9167
ENHS_SYN_0281,Subject E,60,55,5,0.9167
ENHS_SYN_0282,Subject A,60,54,6,0.9
ENHS_SYN_0282,Subject B,60,55,5,0.9167
ENHS_SYN_0282,Subject C,60,53,7,0.8833
ENHS_SYN_0282,Subject D,60,51,9,0.85
ENHS_SYN_0282,Subject E,60,53,7,0.8833
ENHS_SYN_0283,Subject A,60,57,3,0.95
ENHS_SYN_0283,Subject B,59,57,2,0.9661
ENHS_SYN_0283,Subject C,60,55,5,0.9167
ENHS_SYN_0283,Subject D,60,58,2,0.9667
ENHS_SYN_0283,Subject E,60,56,4,0.9333
ENHS_SYN_0284,Subject A,60,51,9,0.85
ENHS_SYN_0284,Subject B,60,51,9,0.85
ENHS_SYN_0284,Subject C,60,55,5,0.9167
ENHS_SYN_0284,Subject D,60,55,5,0.9167
ENHS_SYN_0284,Subject E,60,48,12,0.8
ENHS_SYN_0285,Subject A,59,51,8,0.8644
ENHS_SYN_0285,Subject B,60,51,9,0.85
ENHS_SYN_0285,Subject C,60,54,6,0.9
ENHS_SYN_0285,Subject D,60,50,10,0.8333
ENHS_SYN_0285,Subject E,60,49,11,0.8167
ENHS_SYN_0286,Subject A,60,58,2,0.9667
ENHS_SYN_0286,Subject B,60,56,4,0.9333
ENHS_SYN_0286,Subject C,60,58,2,0.9667
ENHS_SYN_0286,Subject D,60,60,0,1.0
ENHS_SYN_0286,Subject E,60,56,4,0.9333
ENHS_SYN_0287,Subject A,60,57,3,0.95
ENHS_SYN_0287,Subject B,60,56,4,0.9333
ENHS_SYN_0287,Subject C,60,58,2,0.9667
ENHS_SYN_0287,Subject D,60,58,2,0.9667
ENHS_SYN_0287,Subject E,60,56,4,0.9333
ENHS_SYN_0288,Subject A,60,49,11,0.8167
ENHS_SYN_0288,Subject B,60,44,16,0.7333
ENHS_SYN_0288,Subject C,60,49,11,0.8167
ENHS_SYN_0288,Subject D,60,52,8,0.8667
ENHS_SYN_0288,Subject E,60,49,11,0.8167
ENHS_SYN_0289,Subject A,60,54,6,0.9
ENHS_SYN_0289,Subject B,59,51,8,0.8644
ENHS_SYN_0289,Subject C,60,54,6,0.9
ENHS_SYN_0289,Subject D,60,52,8,0.8667
ENHS_SYN_0289,Subject E,60,56,4,0.9333
ENHS_SYN_0290,Subject A,60,56,4,0.9333
ENHS_SYN_0290,Subject B,60,56,4,0.9333
ENHS_SYN_0290,Subject C,60,55,5,0.9167
ENHS_SYN_0290,Subject D,60,55,5,0.9167
ENHS_SYN_0290,Subject E,60,56,4,0.9333
ENHS_SYN_0291,Subject A,59,57,2,0.9661
ENHS_SYN_0291,Subject B,60,58,2,0.9667
ENHS_SYN_0291,Subject C,59,58,1,0.9831
ENHS_SYN_0291,Subject D,60,58,2,0.9667
ENHS_SYN_0291,Subject E,60,54,6,0.9
ENHS_SYN_0292,Subject A,60,54,6,0.9
ENHS_SYN_0292,Subject B,60,47,13,0.7833
ENHS_SYN_0292,Subject C,60,51,9,0.85
ENHS_SYN_0292,Subject D,60,50,10,0.8333
ENHS_SYN_0292,Subject E,60,47,13,0.7833
ENHS_SYN_0293,Subject A,60,53,7,0.8833
ENHS_SYN_0293,Subject B,60,55,5,0.9167
ENHS_SYN_0293,Subject C,60,56,4,0.9333
ENHS_SYN_0293,Subject D,60,55,5,0.9167
ENHS_SYN_0293,Subject E,59,42,17,0.7119
ENHS_SYN_0294,Subject A,60,49,11,0.8167
ENHS_SYN_0294,Subject B,60,51,9,0.85
ENHS_SYN_0294,Subject C,60,49,11,0.8167
ENHS_SYN_0294,Subject D,60,40,20,0.6667
ENHS_SYN_0294,Subject E,60,45,15,0.75
ENHS_SYN_0295,Subject A,60,58,2,0.9667
ENHS_SYN_0295,Subject B,60,59,1,0.9833
ENHS_SYN_0295,Subject C,60,55,5,0.9167
ENHS_SYN_0295,Subject D,60,55,5,0.9167
ENHS_SYN_0295,Subject E,59,56,3,0.9492
ENHS_SYN_0296,Subject A,60,55,5,0.9167
ENHS_SYN_0296,Subject B,59,55,4,0.9322
ENHS_SYN_0296,Subject C,60,55,5,0.9167
ENHS_SYN_0296,Subject D,60,57,3,0.95
ENHS_SYN_0296,Subject E,60,55,5,0.9167
ENHS_SYN_0297,Subject A,60,52,8,0.8667
ENHS_SYN_0297,Subject B,60,57,3,0.95
ENHS_SYN_0297,Subject C,60,51,9,0.85
ENHS_SYN_0297,Subject D,60,59,1,0.9833
ENHS_SYN_0297,Subject E,60,56,4,0.9333
ENHS_SYN_0298,Subject A,60,54,6,0.9
ENHS_SYN_0298,Subject B,60,58,2,0.9667
ENHS_SYN_0298,Subject C,60,57,3,0.95
ENHS_SYN_0298,Subject D,58,54,4,0.931
ENHS_SYN_0298,Subject E,60,53,7,0.8833
ENHS_SYN_0299,Subject A,60,57,3,0.95
ENHS_SYN_0299,Subject B,60,57,3,0.95
ENHS_SYN_0299,Subject C,60,56,4,0.9333
ENHS_SYN_0299,Subject D,60,57,3,0.95
ENHS_SYN_0299,Subject E,60,53,7,0.8833
ENHS_SYN_0300,Subject A,60,45,15,0.75
ENHS_SYN_0300,Subject B,60,52,8,0.8667
ENHS_SYN_0300,Subject C,60,44,16,0.7333
ENHS_SYN_0300,Subject D,60,46,14,0.7667
ENHS_SYN_0300,Subject E,60,38,22,0.6333
ENHS_SYN_0301,Subject A,60,56,4,0.9333
ENHS_SYN_0301,Subject B,60,56,4,0.9333
ENHS_SYN_0301,Subject C,60,56,4,0.9333
ENHS_SYN_0301,Subject D,60,52,8,0.8667
ENHS_SYN_0301,Subject E,60,51,9,0.85
ENHS_SYN_0302,Subject A,59,50,9,0.8475
ENHS_SYN_0302,Subject B,60,50,10,0.8333
